标题,url,日期,详细
截至9月27日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/6cafe36261a5402c8b74155ba32f69bc.shtml,2020-09-28,9月27日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例21例，均为境外输入病例（上海10例，广东5例，内蒙古3例，福建2例，山西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例12例，解除医学观察的密切接触者786人，重症病例较前一日减少1例。境外输入现有确诊病例185例（其中重症病例2例），无现有疑似病例。累计确诊病例2823例，累计治愈出院病例2638例，无死亡病例。截至9月27日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例185例（其中重症病例2例），累计治愈出院病例80553例，累计死亡病例4634例，累计报告确诊病例85372例，无现有疑似病例。累计追踪到密切接触者831369人，尚在医学观察的密切接触者7020人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者14例（均为境外输入）；当日无转为确诊病例；当日解除医学观察38例（均为境外输入）；尚在医学观察无症状感染者367例（境外输入365例）。累计收到港澳台地区通报确诊病例5621例。其中，香港特别行政区5065例（出院4786例，死亡105例），澳门特别行政区46例（出院46例），台湾地区510例（出院480例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月26日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/6664a44afca84b83be8cccd8283eba33.shtml,2020-09-27,9月26日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例14例，均为境外输入病例（辽宁4例，福建4例，四川3例，广东2例，上海1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例5例，解除医学观察的密切接触者560人，重症病例与前一日持平。境外输入现有确诊病例176例（其中重症病例3例），现有疑似病例2例。累计确诊病例2802例，累计治愈出院病例2626例，无死亡病例。截至9月26日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例176例（其中重症病例3例），累计治愈出院病例80541例，累计死亡病例4634例，累计报告确诊病例85351例，现有疑似病例2例。累计追踪到密切接触者830723人，尚在医学观察的密切接触者7160人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者26例（均为境外输入）；当日转为确诊病例5例（均为境外输入）；当日解除医学观察30例（均为境外输入）；尚在医学观察无症状感染者391例（境外输入389例）。累计收到港澳台地区通报确诊病例5615例。其中，香港特别行政区5059例（出院4777例，死亡105例），澳门特别行政区46例（出院46例），台湾地区510例（出院480例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月25日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/fa22ae32668e45a9a1fa54da09fb750c.shtml,2020-09-26,9月25日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例15例，均为境外输入病例（四川9例，广东3例，天津1例，福建1例，陕西1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例14例，解除医学观察的密切接触者608人，重症病例与前一日持平。境外输入现有确诊病例167例（其中重症病例3例），现有疑似病例2例。累计确诊病例2788例，累计治愈出院病例2621例，无死亡病例。截至9月25日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例167例（其中重症病例3例），累计治愈出院病例80536例，累计死亡病例4634例，累计报告确诊病例85337例，现有疑似病例2例。累计追踪到密切接触者830088人，尚在医学观察的密切接触者7085人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者30例（均为境外输入）；当日无转为确诊病例；当日解除医学观察28例（均为境外输入）；尚在医学观察无症状感染者400例（境外输入398例）。累计收到港澳台地区通报确诊病例5614例。其中，香港特别行政区5058例（出院4765例，死亡105例），澳门特别行政区46例（出院46例），台湾地区510例（出院480例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月24日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/7ad4cad835e444a9aa478322a7b3c9ef.shtml,2020-09-25,9月24日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例8例，均为境外输入病例（上海4例，广东2例，北京1例，四川1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例9例，解除医学观察的密切接触者468人，重症病例与前一日持平。境外输入现有确诊病例166例（其中重症病例3例），现有疑似病例1例。累计确诊病例2773例，累计治愈出院病例2607例，无死亡病例。截至9月24日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例166例（其中重症病例3例），累计治愈出院病例80522例，累计死亡病例4634例，累计报告确诊病例85322例，现有疑似病例1例。累计追踪到密切接触者829302人，尚在医学观察的密切接触者6911人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者18例（境外输入16例）；当日转为确诊病例1例（为境外输入）；当日解除医学观察21例（均为境外输入）；尚在医学观察无症状感染者398例（境外输入396例）。累计收到港澳台地区通报确诊病例5611例。其中，香港特别行政区5056例（出院4758例，死亡104例），澳门特别行政区46例（出院46例），台湾地区509例（出院480例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月23日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/257c5f43a06d402385004f982d31c2d9.shtml,2020-09-24,9月23日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例7例，均为境外输入病例（辽宁2例，上海2例，江苏1例，广西1例，陕西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例8例，解除医学观察的密切接触者583人，重症病例与前一日持平。境外输入现有确诊病例167例（其中重症病例3例），无现有疑似病例。累计确诊病例2765例，累计治愈出院病例2598例，无死亡病例。截至9月23日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例167例（其中重症病例3例），累计治愈出院病例80513例，累计死亡病例4634例，累计报告确诊病例85314例，无现有疑似病例。累计追踪到密切接触者828788人，尚在医学观察的密切接触者6865人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者20例（均为境外输入）；当日无转为确诊病例；当日解除医学观察3例（均为境外输入）；尚在医学观察无症状感染者402例（均为境外输入）。累计收到港澳台地区通报确诊病例5604例。其中，香港特别行政区5049例（出院4749例，死亡104例），澳门特别行政区46例（出院46例），台湾地区509例（出院480例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月22日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/c42c067d121f410aad195d20d8a5d917.shtml,2020-09-23,9月22日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（广东4例，四川3例，天津1例，山东1例，河南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例8例，解除医学观察的密切接触者277人，重症病例与前一日持平。境外输入现有确诊病例168例（其中重症病例3例），无现有疑似病例。累计确诊病例2758例，累计治愈出院病例2590例，无死亡病例。截至9月22日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例168例（其中重症病例3例），累计治愈出院病例80505例，累计死亡病例4634例，累计报告确诊病例85307例，无现有疑似病例。累计追踪到密切接触者828204人，尚在医学观察的密切接触者6864人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者18例（均为境外输入）；当日转为确诊病例3例（均为境外输入）；当日解除医学观察21例（境外输入20例）；尚在医学观察无症状感染者385例（均为境外输入）。累计收到港澳台地区通报确诊病例5601例。其中，香港特别行政区5046例（出院4729例，死亡103例），澳门特别行政区46例（出院46例），台湾地区509例（出院479例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月21日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/2de52736b3c6447d89b07890c2b78fc3.shtml,2020-09-22,9月21日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，均为境外输入病例（广东3例，天津1例，上海1例，云南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例13例，解除医学观察的密切接触者421人，重症病例较前一日增加1例。境外输入现有确诊病例166例（其中重症病例3例），无现有疑似病例。累计确诊病例2748例，累计治愈出院病例2582例，无死亡病例。截至9月21日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例166例（其中重症病例3例），累计治愈出院病例80497例，累计死亡病例4634例，累计报告确诊病例85297例，无现有疑似病例。累计追踪到密切接触者827716人，尚在医学观察的密切接触者6653人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者15例（均为境外输入）；当日无转为确诊病例；当日解除医学观察21例（均为境外输入）；尚在医学观察无症状感染者391例（境外输入390例）。累计收到港澳台地区通报确诊病例5593例。其中，香港特别行政区5038例（出院4717例，死亡103例），澳门特别行政区46例（出院46例），台湾地区509例（出院479例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月20日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/83d8201380b14b64bba911d314d51621.shtml,2020-09-21,9月20日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，均为境外输入病例（广东3例，内蒙古2例，上海2例，云南2例，陕西2例，福建1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例7例，解除医学观察的密切接触者649人，重症病例与前一日持平。境外输入现有确诊病例173例（其中重症病例2例），现有疑似病例1例。累计确诊病例2742例，累计治愈出院病例2569例，无死亡病例。截至9月20日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例173例（其中重症病例2例），累计治愈出院病例80484例，累计死亡病例4634例，累计报告确诊病例85291例，现有疑似病例1例。累计追踪到密切接触者826875人，尚在医学观察的密切接触者6233人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者25例（均为境外输入）；当日无转为确诊病例；当日解除医学观察10例（均为境外输入）；尚在医学观察无症状感染者397例（境外输入396例）。累计收到港澳台地区通报确诊病例5585例。其中，香港特别行政区5032例（出院4712例，死亡103例），澳门特别行政区46例（出院46例），台湾地区507例（出院479例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月19日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/5b6e900d3b264671881872e527dda804.shtml,2020-09-20,9月19日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（上海4例，广东4例，福建1例，河南1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例13例，解除医学观察的密切接触者439人，重症病例与前一日持平。境外输入现有确诊病例168例（其中重症病例2例），现有疑似病例2例。累计确诊病例2730例，累计治愈出院病例2562例，无死亡病例。截至9月19日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例168例（其中重症病例2例），累计治愈出院病例80477例，累计死亡病例4634例，累计报告确诊病例85279例，现有疑似病例2例。累计追踪到密切接触者826677人，尚在医学观察的密切接触者6684人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者21例（均为境外输入）；当日无转为确诊病例；当日解除医学观察13例（均为境外输入）；尚在医学观察无症状感染者382例（境外输入381例）。累计收到港澳台地区通报确诊病例5561例。其中，香港特别行政区5009例（出院4708例，死亡103例），澳门特别行政区46例（出院46例），台湾地区506例（出院479例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月18日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/94ab198bf8b0417d8cff783d365cd0a4.shtml,2020-09-19,9月18日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例14例，均为境外输入病例（广东6例，上海2例，四川2例，陕西2例，辽宁1例，福建1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例8例，解除医学观察的密切接触者796人，重症病例与前一日持平。境外输入现有确诊病例171例（其中重症病例2例），现有疑似病例1例。累计确诊病例2720例，累计治愈出院病例2549例，无死亡病例。截至9月18日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例171例（其中重症病例2例），累计治愈出院病例80464例，累计死亡病例4634例，累计报告确诊病例85269例，现有疑似病例1例。累计追踪到密切接触者826068人，尚在医学观察的密切接触者6514人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者24例（均为境外输入）；当日无转为确诊病例；当日解除医学观察16例（均为境外输入）；尚在医学观察无症状感染者374例（境外输入373例）。累计收到港澳台地区通报确诊病例5545例。其中，香港特别行政区4996例（出院4696例，死亡103例），澳门特别行政区46例（出院46例），台湾地区503例（出院478例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月17日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/abf8591329e94dd7b01f7da7494efe77.shtml,2020-09-18,9月17日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例32例，均为境外输入病例（陕西13例，上海12例，天津3例，广东3例，福建1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例8例，解除医学观察的密切接触者514人，重症病例较前一日增加1例。境外输入现有确诊病例165例（其中重症病例2例），现有疑似病例2例。累计确诊病例2706例，累计治愈出院病例2541例，无死亡病例。截至9月17日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例165例（其中重症病例2例），累计治愈出院病例80456例，累计死亡病例4634例，累计报告确诊病例85255例，现有疑似病例2例。累计追踪到密切接触者825201人，尚在医学观察的密切接触者6443人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者20例（均为境外输入）；当日转为确诊病例2例（均为境外输入）；当日解除医学观察6例（均为境外输入）；尚在医学观察无症状感染者366例（境外输入365例）。累计收到港澳台地区通报确诊病例5542例。其中，香港特别行政区4993例（出院4682例，死亡102例），澳门特别行政区46例（出院46例），台湾地区503例（出院478例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月16日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/eb244dfa6fa74b0784dfc347ecb40b7c.shtml,2020-09-17,9月16日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例9例，均为境外输入病例（上海4例，陕西2例，河南1例，广东1例，云南1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例11例，解除医学观察的密切接触者728人，重症病例较前一日增加1例。境外输入现有确诊病例141例（其中重症病例1例），现有疑似病例1例。累计确诊病例2674例，累计治愈出院病例2533例，无死亡病例。截至9月16日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例141例（其中重症病例1例），累计治愈出院病例80448例，累计死亡病例4634例，累计报告确诊病例85223例，现有疑似病例1例。累计追踪到密切接触者824740人，尚在医学观察的密切接触者6496人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者14例（均为境外输入）；当日无转为确诊病例；当日解除医学观察21例（均为境外输入）；尚在医学观察无症状感染者354例（境外输入353例）。累计收到港澳台地区通报确诊病例5530例。其中，香港特别行政区4984例（出院4663例，死亡102例），澳门特别行政区46例（出院46例），台湾地区500例（出院477例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月15日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/30453c82c9b3421a945598a2420c6c20.shtml,2020-09-16,9月15日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例12例，均为境外输入病例（四川4例，上海2例，福建2例，浙江1例，广东1例，云南1例，陕西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例11例，解除医学观察的密切接触者569人，重症病例较前一日减少1例。境外输入现有确诊病例143例（无重症病例），无现有疑似病例。累计确诊病例2665例，累计治愈出院病例2522例，无死亡病例。截至9月15日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例143例（其中重症病例0例），累计治愈出院病例80437例，累计死亡病例4634例，累计报告确诊病例85214例，无现有疑似病例。累计追踪到密切接触者824092人，尚在医学观察的密切接触者6576人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者16例（均为境外输入）；当日转为确诊病例2例（均为境外输入）；当日解除医学观察14例（均为境外输入）；尚在医学观察无症状感染者361例（境外输入360例）。累计收到港澳台地区通报确诊病例5520例。其中，香港特别行政区4975例（出院4646例，死亡102例），澳门特别行政区46例（出院46例），台湾地区499例（出院476例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月14日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/a2f6fc89b8c545ecb806a86b6bc5437a.shtml,2020-09-15,9月14日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例8例，均为境外输入病例（广东4例，上海1例，浙江1例，四川1例，云南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例11例，解除医学观察的密切接触者471人，重症病例与前一日持平。境外输入现有确诊病例142例（其中重症病例1例），现有疑似病例2例。累计确诊病例2653例，累计治愈出院病例2511例，无死亡病例。截至9月14日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例142例（其中重症病例1例），累计治愈出院病例80426例，累计死亡病例4634例，累计报告确诊病例85202例，现有疑似病例2例。累计追踪到密切接触者823459人，尚在医学观察的密切接触者6513人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者9例（均为境外输入）；当日转为确诊病例2例（均为境外输入）；当日解除医学观察24例（均为境外输入）；尚在医学观察无症状感染者361例（境外输入360例）。累计收到港澳台地区通报确诊病例5516例。其中，香港特别行政区4971例（出院4635例，死亡101例），澳门特别行政区46例（出院46例），台湾地区499例（出院476例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月13日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/64b2732f4a50433f9c4041d42581a094.shtml,2020-09-14,9月13日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（上海5例，福建2例，云南2例，广东1例）；无新增死亡病例；新增疑似病例3例，均为境外输入病例（均在上海）。当日新增治愈出院病例16例，解除医学观察的密切接触者650人，重症病例与前一日持平。境外输入现有确诊病例145例（其中重症病例1例），现有疑似病例3例。累计确诊病例2645例，累计治愈出院病例2500例，无死亡病例。截至9月13日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例145例（其中重症病例1例），累计治愈出院病例80415例，累计死亡病例4634例，累计报告确诊病例85194例，现有疑似病例3例。累计追踪到密切接触者823002人，尚在医学观察的密切接触者6527人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者39例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察18例（均为境外输入）；尚在医学观察无症状感染者378例（境外输入377例）。累计收到港澳台地区通报确诊病例5501例。其中，香港特别行政区4957例（出院4630例，死亡100例），澳门特别行政区46例（出院46例），台湾地区498例（出院475例，死亡7例）。（注：1.尚在医学观察无症状感染者核增1例，2.媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月12日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/fb5dff20d86349198d62708468d08019.shtml,2020-09-13,9月12日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（上海3例，浙江2例，天津1例，河南1例，广东1例，广西1例，陕西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例13例，解除医学观察的密切接触者963人，重症病例与前一日持平。境外输入现有确诊病例151例（其中重症病例1例），无现有疑似病例。累计确诊病例2635例，累计治愈出院病例2484例，无死亡病例。截至9月12日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例151例（其中重症病例1例），累计治愈出院病例80399例，累计死亡病例4634例，累计报告确诊病例85184例，无现有疑似病例。累计追踪到密切接触者822554人，尚在医学观察的密切接触者6729人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者70例（均为境外输入）；当日无转为确诊病例；当日解除医学观察12例（均为境外输入）；尚在医学观察无症状感染者357例（境外输入356例）。累计收到港澳台地区通报确诊病例5482例。其中，香港特别行政区4938例（出院4613例，死亡100例），澳门特别行政区46例（出院46例），台湾地区498例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月11日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/079d5534ffb541f3aaf5cd21b19677a7.shtml,2020-09-12,9月11日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例6例，均为境外输入病例（上海2例，广东2例，福建1例，陕西1例）；无新增死亡病例；新增疑似病例1例，为境外输入病例（在上海）。当日新增治愈出院病例9例，解除医学观察的密切接触者351人，重症病例与前一日持平。境外输入现有确诊病例154例（其中重症病例1例），现有疑似病例1例。累计确诊病例2625例，累计治愈出院病例2471例，无死亡病例。截至9月11日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例154例（其中重症病例1例），累计治愈出院病例80386例，累计死亡病例4634例，累计报告确诊病例85174例，现有疑似病例1例。累计追踪到密切接触者821662人，尚在医学观察的密切接触者6800人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者8例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察19例（境外输入18例）；尚在医学观察无症状感染者299例（境外输入298例）。累计收到港澳台地区通报确诊病例5469例。其中，香港特别行政区4925例（出院4598例，死亡99例），澳门特别行政区46例（出院46例），台湾地区498例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月10日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/e58d8c784dd94834a6b6cbc57a82d753.shtml,2020-09-11,9月10日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例15例，均为境外输入病例（上海8例，广东4例，辽宁1例，四川1例，陕西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例19例，解除医学观察的密切接触者308人，重症病例较前一日减少1例。境外输入现有确诊病例157例（其中重症病例1例），现有疑似病例1例。累计确诊病例2619例，累计治愈出院病例2462例，无死亡病例。截至9月10日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例157例（其中重症病例1例），累计治愈出院病例80377例，累计死亡病例4634例，累计报告确诊病例85168例，现有疑似病例1例。累计追踪到密切接触者821220人，尚在医学观察的密切接触者6709人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者22例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察11例（均为境外输入）；尚在医学观察无症状感染者311例（境外输入309例）。累计收到港澳台地区通报确诊病例5455例。其中，香港特别行政区4913例（出院4582例，死亡99例），澳门特别行政区46例（出院46例），台湾地区496例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月9日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/2e45e8a5ddb949878095aa703063fdee.shtml,2020-09-10,9月9日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例7例，均为境外输入病例（上海6例，广东1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例11例，解除医学观察的密切接触者412人，重症病例与前一日持平。境外输入现有确诊病例161例（其中重症病例2例），现有疑似病例1例。累计确诊病例2604例，累计治愈出院病例2443例，无死亡病例。截至9月9日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例161例（其中重症病例2例），累计治愈出院病例80358例，累计死亡病例4634例，累计报告确诊病例85153例，现有疑似病例1例。累计追踪到密切接触者820761人，尚在医学观察的密切接触者6558人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者15例（均为境外输入）；当日无转为确诊病例；当日解除医学观察22例（均为境外输入）；尚在医学观察无症状感染者301例（境外输入299例）。累计收到港澳台地区通报确诊病例5442例。其中，香港特别行政区4901例（出院4557例，死亡99例），澳门特别行政区46例（出院46例），台湾地区495例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月8日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/36ad319bf715477aa62c49cc1fb0cd2f.shtml,2020-09-09,9月8日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2例，均为境外输入病例（上海1例，四川1例）；无新增死亡病例；新增疑似病例5例，均为境外输入病例（均在上海）。当日新增治愈出院病例12例，解除医学观察的密切接触者336人，重症病例与前一日持平。境外输入现有确诊病例165例（其中重症病例2例），现有疑似病例6例。累计确诊病例2597例，累计治愈出院病例2432例，无死亡病例。截至9月8日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例165例（其中重症病例2例），累计治愈出院病例80347例，累计死亡病例4634例，累计报告确诊病例85146例，现有疑似病例6例。累计追踪到密切接触者820397人，尚在医学观察的密切接触者6606人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者8例（均为境外输入）；当日转为确诊病例1例（为境外输入）；当日解除医学观察23例（均为境外输入）；尚在医学观察无症状感染者308例（境外输入306例）。累计收到港澳台地区通报确诊病例5436例。其中，香港特别行政区4895例（出院4543例，死亡99例），澳门特别行政区46例（出院46例），台湾地区495例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
截至9月7日24时新型冠状病毒肺炎疫情最新情况,http://www.nhc.gov.cn/xcs/yqtb/202009/e1661b5e55af44639ae73fa98bc7660d.shtml,2020-09-08,9月7日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例10例，均为境外输入病例（四川5例，广东2例，天津1例，福建1例，陕西1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例15例，解除医学观察的密切接触者336人，重症病例与前一日持平。境外输入现有确诊病例175例（其中重症病例2例），现有疑似病例1例。累计确诊病例2595例，累计治愈出院病例2420例，无死亡病例。截至9月7日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例175例（其中重症病例2例），累计治愈出院病例80335例，累计死亡病例4634例，累计报告确诊病例85144例，现有疑似病例1例。累计追踪到密切接触者820007人，尚在医学观察的密切接触者6552人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者13例（均为境外输入）；当日转为确诊病例2例（均为境外输入）；当日解除医学观察16例（境外输入10例）；尚在医学观察无症状感染者324例（境外输入322例）。累计收到港澳台地区通报确诊病例5429例。其中，香港特别行政区4889例（出院4524例，死亡98例），澳门特别行政区46例（出院46例），台湾地区494例（出院475例，死亡7例）。（注：媒体引用时，请标注“信息来自国家卫生健康委员会官方网站”。）
